,EWE,ENGLISH
19808,"22 Barak ti Sisera yome yi afi ma, eye Yael do yi ɖakpee hegblɔ nɛ be: “Va mafia ame si dim nèle la wò.” Ale eya kplii woge ɖe eme, eye wòkpɔ Sisera wòku ɖi, tsyoti la ƒo ɖe tonu nɛ.","22 And up came Barak pursuing Sisera, and Jael went out to meet him and said to him “Come, and I will show you the man you are looking for”; and he went into her tent and found Sisera lying dead with the peg in his temple."
19809,23 Ale Mawu bɔbɔ Kanaan-fia Yabin ɖe anyi le Israel-viwo ŋkume gbe ma gbe.,23 And Jehovah humbled King Jabin of the Canaanites that day before the sons of Israel;
19810,24 Eye Israel-viwo ƒe asi nɔ sesẽm ɖe Kanaan-fia Yabin dzi va se ɖe esime wotsrɔ̃ Kanaan-fia Yabin ɖa keŋkeŋ.,24 and the hands of the sons of Israel pressed harder and harder on King Jabin of the Canaanites till they had wiped out King Jabin of the Canaanites.
19811,Ʋɔnudrɔ̃lawo,Judges
19812,5:1-31,5:1-31
19813,"5 Debora kple Barak, Abinoam vi, dzi ha sia gbe ma gbe be:",5 And Deborah and Barak the son of Abinoam sang on that day
19814,"2 “Mikafu Yehowa, Elabe wogblẽ taɖa ɖi ʋluya le Israel, Elabe dukɔ la tsɔ eɖokui na faa!","2 “For untrimmed hair in Israel,for ready volunteers, bless Jehovah!"
19815,"3 Mi fiawo, misee; mi dziɖulawo, miƒu to anyi! Mele ha dzi ge na Yehowa.","3 Listen, kings; give ear, potentates; I will sing to Jehovah, I!"
19816,"Madzi kafukafuha na Yehowa, Israel ƒe Mawu la.",I will make music to Israel’s God Jehovah.
19817,"4 Yehowa, esi nèdo tso Seir, Esi nèho tso Edom-nyigba dzi la, Anyigba ʋuʋu, tsi dza tso dziƒowo bababa, Alilikpowo ɖuɖu tsi yoyoyo.","4 Jehovah, when you came out from Seir, when you paced forth from the wolds of Edom, The earth quaked; aye, the heavens tossed; aye, the clouds dripped water,"
19818,"5 Towo lólo le Yehowa ŋkume, Sinai kekeake hã lólo le Yehowa, Israel ƒe Mawu la ŋkume.","5 The mountains streamed at Jehovah’s presence, this is Sinai,at the presence of Israel’s God Jehovah."
19819,"6 Le Samgar, Anat vi ŋɔli, Le Yael ŋɔli la, mɔwo dzi ɖi gbɔlo; Mɔzɔlawo katã toa gbememɔwo.","6 In the days of Shamgar the son of ʽAnath,in the days of Jael, roads ceased and wayfarers went by devious roads;"
19820,"7 Amewo megale Israel ƒe kɔƒewo me o; Womegali o va se ɖe esime nye, Debora, metso, Va se ɖe esime metso abe vidada ene le Israel.","7 Prowess ceased in Israel, ceased till you arose, Deborah, till you arose, mother in Israel."
19821,8 Wotia mawu yeyewo; Aʋa nɔ agbowo me ɣemaɣi. Womekpɔ akpoxɔnu alo akplɔ aɖeke Le ame akpe blaene dome le Israel o.,"8 He would choose new gods; then barley bread; Shield was not to be seen, nor spear, among forty thousand in Israel."
19822,"9 Nye dzi ku ɖe Israel ƒe kplɔlawo ŋu, Ame siwo tsɔ wo ɖokui na faa yi kple dukɔ la. Mikafu Yehowa!","9 My heart goes out to the marshals of Israel, who volunteered among the people; bless Jehovah!"
19823,"10 Mi ame siwo do tedzinɔ hẽwo, Mi ame siwo bɔbɔ nɔ kuntru nyuiwo dzi, Kple mi ame siwo zɔa mɔ dzi, Mibu eŋu kpɔ!","10 Riders of roan asses, sitters on carpets, walkers by the way, review it!"
19824,"11 Wose tsikulawo ƒe gbe le lãwo ƒe tsinoƒe; Wole Yehowa ƒe nu dzɔdzɔe wɔwɔwo gblɔm le afi ma, Eƒe ame siwo le Israel kɔƒewo me ƒe nu dzɔdzɔe wɔwɔwo.","11 At the sound of archers between the water-holes there they shall celebrate Jehovah’s loyal work, his loyal work of prowess in Israel."
19825,Ɣemaɣie Yehowa ƒe amewo ɖi va agboawo nu.,Then Jehovah’s people went down to the gates!
19826,"12 Nyɔ, nyɔ, Oo Debora! Nyɔ, nyɔ, nàdzi ha! Tso, Barak, Abinoam vi, nàkplɔ wò aboyomewo adzoe!","12 Arouse, arouse, Deborah; rouse, rouse, chant your song; up, Barak; take your captives, son of Abinoʽam!"
19827,13 Eye ame siwo susɔ la ɖi va bubumewo gbɔ; Yehowa ƒe dukɔ la ɖi va gbɔnye ɖe kalẽtɔ la ŋu.,"13 Then survivors came down for heroes, Jehovah’s people came down for me among champions:"
19828,"14 Efrayim mee wodzɔ tso, wo ame siwo le bali la me, Wodze yowòme, Oo Benyamin, wole wò amewo dome. Kplɔlawo ɖi abu tso Makir, Eye ame siwo si aʋawɔlawo tiala ƒe atikplɔ le la tso Zebulon.","14 Out of Ephraim those whose root is in the vale,your brother Benjamin among your kinsfolk; Out of Makir marshals came down, and out of Zebulun wielders of the mustering-baton."
19829,"15 Isakar ƒe amegãwo nɔ Debora ŋu, Ale si Isakar wɔ la, nenemae Barak hã wɔ. Wodɔe wòto afɔ yi bali la me.","15 And the chiefs in Issacar were with Deborah, and Issacar, so Barak; in the vale they poured along at his back."
19830,Wodzro dziwo me kpɔ vevie le Ruben ƒe hatsotsowo dome.,At Reuben’s water-channels great were the resolves of minds.
19831,"16 Nu ka tae nèbɔbɔ nɔ sɔkpa si ŋu kotoku eve le dzi, Hele to ɖom lãkplɔlawo ƒe dze si kum wole na lãhawo?",16 Why did you sit in the fork of the paths to hear the whistles of the flocks?
19832,Ruben ƒe hatsotsowo de adaŋu vevie.,By Reuben’s water-channels great were the searchings of minds.
19833,"17 Gilead tsi Yordan godo; Eye nu ka tae Dan tsi tɔdziʋuwo gbɔ? Aser nɔ anyi ɖi ɖe ƒuta, Eye wòtsi eƒe tɔdziʋudzeƒewo.","17 Gilead was settled on the other side of the Jordan, and Dan was on foreign ships;Asher was living by the beach,settled at its landings."
19834,18 Zebulon nye dukɔ si tsɔ eƒe agbe ke ku faa; Naftali hã wɔ nenema le gbadzaƒe si le towo dzi.,"18 Zebulun was a people that flouted their lives to die,and Naphtali, on the heights of the range."
19835,"19 Fiawo va wɔ aʋa; Kanaan fiawo kpe aʋa Le Taanak, le Megido-tɔ la nu ɣemaɣi. Womekpɔ klosalo aɖeke ha o.","19 Kings came, they fought; then fought the kings of the Canaanites at Taʽanac by the Megiddo Water;no winnings of silver did they take."
19836,20 Ɣletiviwo wɔ aʋa tso dziƒo; Wonɔ woƒe mɔwo dzi kpe aʋa kple Sisera.,"20 The stars fought out of the sky,out of their orbits they fought with Sisera."
19837,"21 Kison-tɔʋu la kplɔ wo dzoe, Blematɔʋu, Kison-tɔʋu la. Oo nye luʋɔ, ètu afɔ ŋusẽtɔwo dzi.","21 The Kishon torrent swept them off,streaked with their blood was the Kishon torrent,stout souls were set on their way."
19838,"22 Ɣemaɣie sɔwo ƒe afɔziwo nɔ ɖiɖim kpitikpitikpiti, Esi eƒe sɔtsuwo nɔ du dzi vevie.","22 Then they pounded the ponies’ heels,his heroes went galloping, galloping."
19839,"23 Yehowa ƒe dɔla be: ‘Neɖi Meroz ŋu, ‘Ɛ̃, neɖi emenɔlawo ŋu, Elabe womeva kpe ɖe Yehowa ŋu o, Womekplɔ kalẽtɔwo ɖo va kpe ɖe Yehowa ŋu o.’","23 Curse Meroz, says Jehovah’s Angel, curse its inhabitants with a downright curse, Because they did not come to help Jehovah,to help Jehovah among the champions."
19840,"24 Woyra Yael, Kenitɔ Heber srɔ̃ Geɖe wu le nyɔnuwo dome; Woyrae geɖe wu le nyɔnu agbadɔmenɔlawo dome.","24 Most blessed of women be Jael the wife of Heber the Cainite, of women in tents most blessed:"
19841,25 Tsie wòbia; ke notsie wònae. Eku notsi kpekẽ ɖe bubumewo ƒe kplu me vɛ.,"25 Water he asked, milk she has given, in a noble bowl she has brought clabber."
19842,"26 Edo asi ɖa tsɔ tsyoti, Edo nuɖusi ɖa tsɔ dɔwɔla ƒe zu. Eye wòda zu ɖe Sisera dzi, egbã ta nɛ, Eye wògbã eƒe tonuƒuiwo heŋɔe.","26 Her hand she puts to the peg, her right hand to the toilers’ mallet,And strikes Sisera, smashes his head, shatters and drives through his temple-bone."
19843,"27 Etsra wɔɔ ɖe eƒe afɔnu; etsi anyigba kpoo; Etsra ɖe eƒe afɔnu, etsi anyigba; Afi si wòtsra ɖo la, afi mae wòku ɖo.","27 Between her legs he plunged, fell, lay; between her legs he plunged, fell; where he plunged, there he fell smitten."
19844,"28 Nyɔnu aɖe le nu kpɔm to fesre nu, Sisera dadae nɔ nu kpɔm to adzrala me, ‘Nu ka tae eƒe tasiaɖam meva ɖo kpɔ o? Nu ka tae eƒe tasiaɖamfɔwo ƒe ɖiɖi tsi megbe ale?’","28 At the window, at the lattice,Sisera’s mother stood looking out and talking all the time:‘Why is it his chariotry is so long in coming?why is it the hoofbeats of his chariots are so late?’"
19845,29 Eƒe nyɔnu bubume siwo dze nunya wu ɖoa eŋu nɛ; Eye eya ŋutɔ hã gblɔna na eɖokui be:,"29 The wisest of her ladies answered her,she herself echoed back her words,"
19846,"30 ‘Woanya nɔ aboyonu siwo wokpɔ la mam, Nyɔnuvi ɖeka, nyɔnuvi eve na aʋawɔla ɖe sia ɖe, Sisera ƒe aboyonu nanye avɔ siwo wode amae, aboyonu la nanye avɔ si wode amae, Kple awu si me wolɔ̃ atsyã ɖo, avɔ si wode amae ɖeka, awu siwo me wolɔ̃ atsyã ɖo eve Na nuhalawo ƒe kɔ.’","30 ‘O, they are finding booty, dividing it, a slave-girl or two per man, A booty of dyed cloths for Sisera,a booty of dyed cloths, embroidery,a dyed cloth, double embroidery, for my neck booty!’"
19847,"31 Oo Yehowa, wò futɔwo katã nu neyi, Gake na ame siwo lɔ̃a wò la nanɔ abe ɣe si dze le eƒe atsyɔ̃ɖoɖo gã me ene.”","31 So may all your enemies perish, Jehovah! and may those who love him be like the rising of the sun at its brightest!”"
19848,Eye anyigba la kpɔ gbɔdzɔe ƒe blaene sɔŋ.,And the country was quiet forty years.
19849,Ʋɔnudrɔ̃lawo,Judges
19850,6:1-40,6:1-40
19851,"6 Ke Israel-viwo gawɔ nu si nye vɔ̃ le Yehowa ŋkume, eya ta Yehowa tsɔ wo de asi na Midian ƒe adre.","6 And the sons of Israel did what displeased Jehovah, and Jehovah gave them into the hands of the Midianites seven years."
19852,"2 Midian ƒe asi kpe Israel dzi. Eye le Midian ta Israel-viwo wɔ bebeƒewo na wo ɖokuiwo ɖe towo dzi, ɖe agadowo me kple teƒe siwo yiyi sesẽ.","2 And the Midianites’ hand bore hard on Israel: for fear of the Midianites the sons of Israel made themselves the tunnels in the mountains, and the caves and the fastnesses."
19853,"3 Ne Israel ƒã nu la, Midian, Amalek kple Ɣedzeƒetɔwo va dzea wo dzi.","3 And if Israel sowed a crop, up would come the Midianites and the ʽAmalekites and the Eastern Beduins, and come up over them;"
19854,"4 Wova ƒua asaɖa anyi ɖe wo ŋu, eye wogblẽa anyigba la dzi nukuwo dome va se ɖe Gaza ke, eye womegblẽa nuɖuɖu, alẽ, nyi alo tedzi aɖeke ɖi na Israel o.","4 and they camped on them and pastured off the growth of the country, till you come to Ghaza; and they would leave no subsistence in Israel, nor sheep nor ox nor donkey."
19855,"5 Elabena ɖe wova dona bibibi kple woƒe lãhawo kpakple woƒe agbadɔwo abe ʋetsuviwo ene, eye woawo ŋutɔwo kple woƒe kposɔwo mele xexlẽme o, ɖe wovaa anyigba la dzi be yewoagblẽe.","5 For they would come up stock and all, and their tents would come in as thick as grasshoppers; and they came into the country to pasture it off."
19856,6 Ale Israel va da ahe kolikoli le Midian ta; eye Israel-viwo yɔ Yehowa be wòaxɔ na yewo.,"6 And Israel was brought very low because of the Midianites, and the sons of Israel cried to Jehovah."
19857,"7 Esi Israel-viwo yɔ Yehowa be wòaxɔ na yewo le Midian ta la,",7 And when the sons of Israel cried to Jehovah about the Midianites
19858,"8 Yehowa dɔ nyagblɔɖila aɖe ɖo ɖe Israel-viwo wòva gblɔ na wo be: “Ale Yehowa, Israel ƒe Mawu la, gblɔe nye esi, ‘Mekplɔ mi dzoe le Egipte, eye meɖe mi tso kluvinyenyeƒe me.","8 Jehovah sent a prophet to the sons of Israel, and he said to them “Says Israel’s God Jehovah, ‘I brought you out from the slave-quarters,"
19859,"9 Ale meɖe mi tso Egipte kple ame siwo katã tea mi ɖe anyi la si me, eye menya miaƒe futɔwo ɖa le mia ŋgɔ hetsɔ woƒe anyigba na mi.","9 and delivered you out of the hands of all your oppressors, and drove them out before you and gave you their country;"
19860,10 Eye megblɔ na mi hã be: “Nyee nye Yehowa mia Mawu. Migavɔ̃ Amoritɔ siwo ƒe anyigba dzi miele la ƒe mawuwo o.”,10 and I said to you “I am your God Jehovah: you shall not fear the gods of the Amorites in whose country you are settling” and you did not obey me.’”
19861,"Ke mieɖo tom o.’” 11 Emegbe Yehowa ƒe dɔla va bɔbɔ nɔ ati gã si le Ofra, si nye Yoas, Abi-Ezer vi tɔ la te. Via Gideon nɔ lu ƒom le wainfiãƒe be Midiantɔwo nagakpɔe o.","11 And the Angel of Jehovah came and stood under the terebinth-tree at Ghophrah, that belonged to Joash the Abiʽezrite; and when his son Gideon was beating out wheat in the winepress to get it out of the way of the Midianites,"
19862,"12 Yehowa ƒe dɔlaa ɖe eɖokui fiae gblɔ be: “Yehowa li kpli wò, wò aʋakalẽtɔ.”","12 the Angel of Jehovah appeared to him and said “Jehovah is with you, brave champion.”"
19863,"13 Ke Gideon gblɔ nɛ be: “Meɖe kuku, nye aƒetɔ, ne Yehowa li kpli mí ɖe, nu ka tae nu siawo katã dzɔ ɖe mía dzi ɖo? Eye afi kae eƒe nukudɔ siwo ŋu mía fofowo ƒo nu le na mí hegblɔ be, ‘Ðe Yehowa meɖe mí tso Egipte oa?’ la le? Azɔ Yehowa gblẽ mí ɖi, eye wòtsɔ mí de asi na Midian.”","13 And Gideon said to him “Well, sir, if Jehovah is with us, why has all this come upon us? and where are all his wonders that our fathers have told us of, saying ‘Did not Jehovah bring us up out of Egypt?’ but now Jehovah has abandoned us and put us into Midian’s hands.”"
19864,"14 Yehowa dze ŋgɔe hegblɔ be: “Yi le ŋusẽ si le asiwò la me, eye àɖe Israel tso Midian si me.",14 And Jehovah turned to him and said “Go with that strength of yours and save Israel out of Midian’s hands I send you!”
19865,"Alo menye nyee dɔ wò oa?” 15 Gake Gideon ɖo eŋu nɛ be: “Meɖe kuku, Yehowa. Aleke mawɔ aɖe Israel? Kpɔ ɖa!","15 And he said to him “O, sir, with what shall I save Israel? my thousand is the weakest in Manasseh, and I the most insignificant of my family.”"
19866,"16 Ke Yehowa gblɔ nɛ be: “Manɔ kpli wò, eye àsi Midiantɔwo abe ame ɖekae wonye ene.”","16 And Jehovah said to him “Because I will be with you, and you shall strike Midian down like one man.”"
19867,"17 Eye wògblɔ nɛ be: “Ne ève nunye la, ekema ɖe dzesi aɖe fiam, ne manya be wòe le nu ƒom kplim.","17 And he said to him “If I have found favor in your eyes, let me have a token that it is you talking with me:"
19868,"18 Meɖe kuku, mègadzo le afi sia o, va se ɖe esime matrɔ ava gbɔwò atsɔ nye nunana aɖo akɔwòme.”",18 do not stir from here till I come to you bringing out my offering and lay it before you”; and he said “I will stay till you come back.”
19869,"Eɖo eŋu nɛ be: “Manɔ afi sia va se ɖe esime nàtrɔ agbɔ.” 19 Eye Gideon yi ɖawu gbɔ̃vi ɖeka, eye wòtsɔ wɔ efa ɖeka mè amɔwɔ maʋamaʋã boloe. Efɔ lã la de kusi me, eye wòku detsi la ɖe nuɖaze me tsɔ yi nɛ le ati gã la te, eye wòtsɔe ɖo ekɔme.","19 And Gideon went in and killed and cooked a kid and made a bushel of meal into matzoth; the flesh he put in his basket and the broth in his pot, and brought it out to him under the terebinth-tree and presented it."
19870,"20 Eye Mawu vavã la ƒe dɔla gblɔ nɛ be: “Tsɔ lã la kple amɔwɔ maʋamaʋã bolo la da ɖe kpe gã ma dzi, eye nàtrɔ detsia kɔ ɖi.”","20 And the Angel of God said to him “Take the flesh and the matzoth and lay them on yonder rock, and pour out the broth”; and he did so."
19871,"Eye wòwɔe nenema. 21 Eye Yehowa ƒe dɔla tsɔ atikplɔ si le esi la ƒe nugbɔ tɔ lã la kple amɔwɔ maʋamaʋã boloa, eye dzo do tso agakpe la me fiã lã la kple amɔwɔ maʋamaʋã bolo la. Eye Yehowa ƒe dɔlaa bu vĩi le eŋkume.","21 And the Angel of Jehovah put out the end of the staff that he had in his hand and touched the flesh and the matzoth, and fire came up out of the stone and consumed the flesh and the matzoth, and the Angel of Jehovah passed away from his sight,"
19872,"22 Gideon kpɔe azɔ be Yehowa ƒe dɔlae.Enumake Gideon do ɣli be: “Aléle, Aƒetɔ Dziɖulagã Yehowa, elabena mekpɔ Yehowa ƒe dɔla ŋkume kple ŋkume!”","22 and Gideon saw that it was the Angel of Jehovah. And Gideon said “O, O, my lord Jehovah! I have seen the Angel of Jehovah face to face!”"
19873,23 Ke Yehowa gblɔ nɛ be: “Ŋutifafa na wò. Mègavɔ̃ o; mèle kuku ge o.”,"23 And Jehovah said to him “All is well for you: do not be afraid, you shall not die.”"
19874,"24 Eya ta Gideon ɖi vɔsamlekpui na Yehowa ɖe afi ma, eye woyɔa vɔsamlekpui la be Yehowa-Salom va se ɖe egbe sia. Egakpɔtɔ le Abi-Ezertɔwo ƒe Ofra.","24 And Gideon built an altar to Jehovah there, and called it “Jehovah All-well”; it exists to this day at Ghophrath-Abi-ha-ʽEzri."
19875,"25 Le zã ma me la, Yehowa gblɔ nɛ be: “Lé fofowò ƒe nyitsui ɖeka, nàlé nyitsui evelia si xɔ ƒe adre, nàgbã Baal ƒe vɔsamlekpui si nye fofowò tɔ la, eye nàlã Asera-ti si le exa la ƒu anyi.","25 And that night Jehovah said to him “Take your father’s wall-steer; and a steer, the second, of seven years, and demolish your father’s altar of the Baal and cut down the asherah over it,"
19876,"26 Eye nàɖo kpewo atsɔ aɖi vɔsamlekpui na Yehowa wò Mawu la ɖe mɔ́ sesẽ sia dzi, eye nàtsɔ nyitsui evelia asa numevɔ ɖe Asera-ti si nàlã la ƒe nakeawo dzi.”","26 and build an altar of your God Jehovah on top of this citadel-rock with the coursed stones, and take the second steer and offer a burnt-offering with the wood of the asherah you cut down.”"
19877,"27 Ale Gideon ɖe eƒe subɔviwo dometɔ ewo, eye wòyi ɖawɔe abe ale si tututu Yehowa gblɔ nɛ ene. Ke evɔ̃ fofoa ƒemetɔwo kple dua me ŋutsuwo ale gbegbe be, mewɔe le ŋkeke me o, ke boŋ eyi ɖawɔe le zã me.","27 And Gideon took ten men, slaves of his, and did as Jehovah had told him; and, as he was too much afraid of his family and the men of the city to do it by day, he did it by night."
19878,"28 Esi dua me ŋutsuwo fɔ ŋdi kanya la, wokpɔ be wogbã Baal ƒe vɔsamlekpui la ƒu anyi, wolã Asera-ti si le exa la hã, eye wotsɔ nyitsui evelia sa vɔe ɖe vɔsamlekpui si woɖi la dzi.","28 And in the morning the men of the city found that the altar of the Baal had been pulled down and the asherah over it cut down, and the second steer offered on the newly-built altar;"
